0.38299073,0.00000000,0.35134168,0.10162080,0.36024330,0.37459406,0.38299532,0.38297254,0.28298241,0.38298820,0.14148489,0.22974733,0.31416234,0.36045562,0.37739958,0.38282255
0.38299073,0.00004837,0.35150517,0.10179445,0.36029990,0.37446909,0.38299532,0.38297247,0.28303008,0.38298818,0.14133277,0.22984657,0.31401030,0.36042710,0.37748067,0.38282257
0.38299072,0.00009750,0.35166841,0.10196873,0.36035668,0.37434309,0.38299532,0.38297241,0.28307784,0.38298817,0.14118102,0.22994622,0.31385800,0.36039844,0.37756012,0.38282259
0.38299071,0.00014738,0.35183141,0.10214364,0.36041363,0.37421609,0.38299531,0.38297235,0.28312569,0.38298815,0.14102966,0.23004627,0.31370542,0.36036966,0.37763794,0.38282262
0.38299070,0.00019802,0.35199416,0.10231917,0.36047075,0.37408810,0.38299531,0.38297229,0.28317363,0.38298814,0.14087867,0.23014674,0.31355258,0.36034074,0.37771414,0.38282264
0.38299069,0.00024942,0.35215668,0.10249531,0.36052802,0.37395914,0.38299531,0.38297223,0.28322165,0.38298812,0.14072806,0.23024761,0.31339948,0.36031170,0.37778873,0.38282267
0.38299068,0.00030158,0.35231895,0.10267206,0.36058544,0.37382922,0.38299531,0.38297217,0.28326976,0.38298811,0.14057783,0.23034888,0.31324610,0.36028253,0.37786171,0.38282269
0.38299067,0.00035450,0.35248099,0.10284942,0.36064301,0.37369835,0.38299530,0.38297211,0.28331795,0.38298810,0.14042797,0.23045056,0.31309247,0.36025323,0.37793310,0.38282272
0.38299066,0.00040818,0.35264278,0.10302737,0.36070071,0.37356654,0.38299530,0.38297205,0.28336623,0.38298808,0.14027849,0.23055263,0.31293857,0.36022380,0.37800289,0.38282275
0.38299066,0.00046262,0.35280434,0.10320591,0.36075854,0.37343383,0.38299530,0.38297198,0.28341460,0.38298807,0.14012938,0.23065511,0.31278441,0.36019425,0.37807110,0.38282277
0.38299065,0.00051782,0.35296566,0.10338503,0.36081649,0.37330021,0.38299529,0.38297192,0.28346304,0.38298805,0.13998065,0.23075799,0.31262999,0.36016458,0.37813774,0.38282279
0.38299064,0.00057378,0.35312674,0.10356472,0.36087456,0.37316570,0.38299529,0.38297186,0.28351157,0.38298804,0.13983230,0.23086126,0.31247532,0.36013478,0.37820281,0.38282281
0.38299063,0.00063050,0.35328759,0.10374499,0.36093273,0.37303033,0.38299529,0.38297180,0.28356018,0.38298802,0.13968431,0.23096493,0.31232038,0.36010486,0.37826632,0.38282283
0.38299062,0.00068799,0.35344820,0.10392581,0.36099100,0.37289410,0.38299529,0.38297174,0.28360887,0.38298801,0.13953671,0.23106899,0.31216519,0.36007481,0.37832828,0.38282285
0.38299061,0.00074624,0.35360858,0.10410719,0.36104937,0.37275702,0.38299528,0.38297167,0.28365764,0.38298799,0.13938947,0.23117345,0.31200974,0.36004465,0.37838870,0.38282287
0.38299060,0.00080525,0.35376872,0.10428912,0.36110782,0.37261912,0.38299528,0.38297161,0.28370649,0.38298798,0.13924261,0.23127829,0.31185404,0.36001436,0.37844758,0.38282288
0.38299059,0.00086503,0.35392863,0.10447159,0.36116634,0.37248040,0.38299528,0.38297155,0.28375541,0.38298796,0.13909612,0.23138353,0.31169809,0.35998395,0.37850494,0.38282289
0.38299058,0.00092557,0.35408831,0.10465460,0.36122494,0.37234089,0.38299528,0.38297149,0.28380442,0.38298795,0.13895000,0.23148916,0.31154189,0.35995342,0.37856077,0.38282289
0.38299057,0.00098688,0.35424775,0.10483813,0.36128360,0.37220060,0.38299527,0.38297143,0.28385350,0.38298793,0.13880425,0.23159517,0.31138543,0.35992277,0.37861510,0.38282289
0.38299057,0.00104895,0.35440696,0.10502219,0.36134232,0.37205953,0.38299527,0.38297136,0.28390266,0.38298792,0.13865888,0.23170157,0.31122873,0.35989201,0.37866792,0.38282289
0.38299056,0.00111179,0.35456595,0.10520676,0.36140109,0.37191772,0.38299527,0.38297130,0.28395189,0.38298790,0.13851387,0.23180836,0.31107178,0.35986113,0.37871925,0.38282288
0.38299055,0.00117540,0.35472470,0.10539184,0.36145990,0.37177516,0.38299526,0.38297124,0.28400120,0.38298789,0.13836924,0.23191553,0.31091458,0.35983012,0.37876909,0.38282286
0.38299054,0.00123977,0.35488322,0.10557743,0.36151874,0.37163188,0.38299526,0.38297117,0.28405059,0.38298787,0.13822498,0.23202308,0.31075714,0.35979901,0.37881745,0.38282285
0.38299053,0.00130491,0.35504152,0.10576350,0.36157762,0.37148790,0.38299526,0.38297111,0.28410004,0.38298786,0.13808108,0.23213101,0.31059945,0.35976778,0.37886433,0.38282282
0.38299052,0.00137082,0.35519958,0.10595007,0.36163651,0.37134321,0.38299526,0.38297105,0.28414957,0.38298784,0.13793755,0.23223932,0.31044152,0.35973643,0.37890975,0.38282279
0.38299051,0.00143751,0.35535742,0.10613712,0.36169541,0.37119785,0.38299525,0.38297098,0.28419917,0.38298782,0.13779440,0.23234801,0.31028335,0.35970497,0.37895372,0.38282275
